machine_id,company_id,date,UQS
7,1,2025-02-01,77.8
7,1,2025-03-01,78.71
7,1,2025-04-01,75.98
7,1,2025-05-01,77.26
7,1,2025-06-01,77.31
7,1,2025-07-01,69.82
7,1,2025-08-01,76.4
8,1,2024-01-01,78.02
8,1,2024-02-01,77.93
8,1,2024-03-01,79.19
8,1,2024-04-01,79.33
8,1,2024-05-01,77.46
8,1,2024-06-01,79.53
8,1,2024-07-01,81.06
8,1,2024-08-01,79.49
8,1,2024-09-01,75.98
8,1,2024-10-01,76.76
8,1,2024-11-01,74.39
8,1,2024-12-01,76.96
8,1,2025-01-01,77.67
8,1,2025-02-01,79.67
8,1,2025-03-01,77.95
8,1,2025-04-01,80.5
8,1,2025-05-01,77.15
8,1,2025-06-01,79.05
8,1,2025-07-01,77.56
8,1,2025-08-01,78.65
9,1,2024-01-01,76.81
9,1,2024-02-01,74.44
9,1,2024-03-01,78.82
9,1,2024-04-01,77.87
9,1,2024-05-01,75.27
9,1,2024-06-01,78.48
9,1,2024-07-01,74.8
9,1,2024-08-01,74.5
9,1,2024-09-01,72.41
9,1,2024-10-01,76.8
9,1,2024-11-01,74.97
9,1,2024-12-01,73.6
9,1,2025-01-01,74.61
9,1,2025-02-01,74.59
9,1,2025-03-01,74.7
9,1,2025-04-01,73.75
9,1,2025-05-01,72.22
9,1,2025-06-01,78.78
9,1,2025-07-01,72.87
9,1,2025-08-01,74.06
10,2,2024-01-01,70.86
10,2,2024-02-01,69.32
10,2,2024-03-01,67.55
10,2,2024-04-01,66.68
10,2,2024-05-01,72.08
10,2,2024-06-01,69.32
10,2,2024-07-01,67.28
10,2,2024-08-01,67.71
10,2,2024-09-01,67.95
10,2,2024-10-01,67.25
10,2,2024-11-01,70.74
10,2,2024-12-01,70.75
10,2,2025-01-01,69.15
10,2,2025-02-01,71.19
10,2,2025-03-01,67.99
10,2,2025-04-01,69.97
10,2,2025-05-01,70.47
10,2,2025-06-01,67.97
10,2,2025-07-01,69.62
10,2,2025-08-01,70.63
11,2,2024-01-01,71.29
11,2,2024-02-01,72.14
11,2,2024-03-01,71.79
11,2,2024-04-01,65.98
11,2,2024-05-01,71.77
11,2,2024-06-01,69.71
11,2,2024-07-01,69.86
11,2,2024-08-01,71.12
11,2,2024-09-01,69.86
11,2,2024-10-01,71.79
11,2,2024-11-01,70.67
11,2,2024-12-01,70.71
11,2,2025-01-01,69.15
11,2,2025-02-01,72.08
11,2,2025-03-01,68.93
11,2,2025-04-01,70.3
11,2,2025-05-01,70.16
11,2,2025-06-01,69.21
11,2,2025-07-01,72.23
11,2,2025-08-01,69.65
12,2,2024-01-01,66.86
12,2,2024-02-01,71.6
12,2,2024-03-01,69.14
12,2,2024-04-01,73.17
12,2,2024-05-01,72.82
12,2,2024-06-01,70.55
12,2,2024-07-01,71.92
12,2,2024-08-01,71.19
12,2,2024-09-01,68.55
12,2,2024-10-01,69.94
12,2,2024-11-01,73.8
12,2,2024-12-01,73.11
12,2,2025-01-01,69.75
12,2,2025-02-01,69.89
12,2,2025-03-01,69.21
12,2,2025-04-01,72.57
12,2,2025-05-01,73.94
12,2,2025-06-01,73.43
12,2,2025-07-01,73.52
12,2,2025-08-01,71.43
13,2,2024-01-01,70.97
13,2,2024-02-01,72.01
13,2,2024-03-01,71.6
13,2,2024-04-01,71.36
13,2,2024-05-01,74.0
13,2,2024-06-01,75.68
13,2,2024-07-01,70.2
13,2,2024-08-01,70.98
13,2,2024-09-01,69.0
13,2,2024-10-01,69.95
13,2,2024-11-01,68.69
13,2,2024-12-01,69.71
13,2,2025-01-01,70.59
13,2,2025-02-01,72.56
13,2,2025-03-01,74.37
13,2,2025-04-01,69.86
13,2,2025-05-01,69.08
13,2,2025-06-01,70.11
13,2,2025-07-01,72.94
13,2,2025-08-01,72.81
14,2,2024-01-01,72.25
14,2,2024-02-01,70.95
14,2,2024-03-01,73.77
14,2,2024-04-01,69.65
14,2,2024-05-01,69.66
14,2,2024-06-01,70.04
14,2,2024-07-01,73.92
14,2,2024-08-01,70.23
14,2,2024-09-01,70.03
14,2,2024-10-01,72.82
14,2,2024-11-01,71.35
14,2,2024-12-01,72.85
14,2,2025-01-01,70.67
14,2,2025-02-01,71.77
14,2,2025-03-01,73.5
14,2,2025-04-01,74.52
14,2,2025-05-01,72.56
14,2,2025-06-01,68.66
14,2,2025-07-01,71.55
14,2,2025-08-01,72.11
15,2,2024-01-01,67.79
15,2,2024-02-01,68.27
15,2,2024-03-01,69.7
15,2,2024-04-01,66.47
15,2,2024-05-01,71.35
15,2,2024-06-01,69.52
15,2,2024-07-01,66.54
15,2,2024-08-01,68.36
15,2,2024-09-01,67.2
15,2,2024-10-01,67.16
15,2,2024-11-01,68.02
15,2,2024-12-01,68.33
15,2,2025-01-01,69.34
15,2,2025-02-01,68.79
15,2,2025-03-01,69.18
15,2,2025-04-01,68.5
15,2,2025-05-01,66.03
15,2,2025-06-01,67.63
15,2,2025-07-01,70.22
15,2,2025-08-01,67.92
16,2,2024-01-01,70.86
16,2,2024-02-01,74.81
16,2,2024-03-01,73.07
16,2,2024-04-01,72.45
16,2,2024-05-01,73.31
16,2,2024-06-01,73.75
16,2,2024-07-01,72.93
16,2,2024-08-01,71.44
16,2,2024-09-01,69.38
16,2,2024-10-01,71.72
16,2,2024-11-01,70.98
16,2,2024-12-01,72.01
16,2,2025-01-01,74.1
16,2,2025-02-01,70.69
16,2,2025-03-01,72.79
16,2,2025-04-01,75.78
16,2,2025-05-01,70.62
16,2,2025-06-01,71.53
16,2,2025-07-01,73.8
16,2,2025-08-01,73.65
17,3,2024-01-01,83.06
17,3,2024-02-01,89.11
17,3,2024-03-01,86.04
17,3,2024-04-01,84.52
17,3,2024-05-01,85.87
17,3,2024-06-01,82.47
17,3,2024-07-01,82.01
17,3,2024-08-01,82.33
17,3,2024-09-01,82.97
17,3,2024-10-01,81.94
17,3,2024-11-01,84.09
17,3,2024-12-01,82.24
17,3,2025-01-01,82.54
17,3,2025-02-01,83.37
17,3,2025-03-01,87.34
17,3,2025-04-01,85.28
17,3,2025-05-01,85.65
17,3,2025-06-01,85.66
17,3,2025-07-01,84.79
17,3,2025-08-01,85.56
18,3,2024-01-01,85.77
18,3,2024-02-01,83.55
18,3,2024-03-01,84.2
18,3,2024-04-01,82.17
18,3,2024-05-01,83.85
18,3,2024-06-01,83.39
18,3,2024-07-01,81.68
18,3,2024-08-01,80.65
18,3,2024-09-01,82.68
18,3,2024-10-01,79.77
18,3,2024-11-01,79.62
18,3,2024-12-01,81.39
18,3,2025-01-01,81.17
18,3,2025-02-01,82.45
18,3,2025-03-01,86.46
18,3,2025-04-01,85.87
18,3,2025-05-01,83.78
18,3,2025-06-01,83.5
18,3,2025-07-01,84.29
18,3,2025-08-01,82.25
19,3,2024-01-01,77.38
19,3,2024-02-01,78.61
19,3,2024-03-01,80.01
19,3,2024-04-01,78.32
19,3,2024-05-01,81.67
19,3,2024-06-01,80.56
19,3,2024-07-01,74.93
19,3,2024-08-01,78.4
19,3,2024-09-01,77.94
19,3,2024-10-01,76.07
19,3,2024-11-01,76.32
19,3,2024-12-01,75.51
19,3,2025-01-01,78.43
19,3,2025-02-01,78.41
19,3,2025-03-01,81.6
19,3,2025-04-01,81.21
19,3,2025-05-01,80.53
19,3,2025-06-01,79.04
19,3,2025-07-01,78.33
19,3,2025-08-01,78.2
20,3,2024-01-01,81.93
20,3,2024-02-01,80.14
20,3,2024-03-01,82.0
20,3,2024-04-01,81.66
20,3,2024-05-01,83.99
20,3,2024-06-01,83.51
20,3,2024-07-01,81.71
20,3,2024-08-01,83.19
20,3,2024-09-01,83.58
20,3,2024-10-01,80.14
20,3,2024-11-01,81.16
20,3,2024-12-01,83.84
20,3,2025-01-01,82.12
20,3,2025-02-01,84.53
20,3,2025-03-01,85.78
20,3,2025-04-01,83.49
20,3,2025-05-01,86.22
20,3,2025-06-01,85.82
20,3,2025-07-01,83.64
20,3,2025-08-01,82.47
21,3,2024-01-01,82.4
21,3,2024-02-01,85.36
21,3,2024-03-01,84.23
21,3,2024-04-01,84.59
21,3,2024-05-01,82.87
21,3,2024-06-01,85.78
21,3,2024-07-01,79.44
21,3,2024-08-01,80.63
21,3,2024-09-01,79.71
21,3,2024-10-01,80.94
21,3,2024-11-01,80.15
21,3,2024-12-01,84.55
21,3,2025-01-01,84.42
21,3,2025-02-01,84.39
21,3,2025-03-01,84.07
21,3,2025-04-01,84.21
21,3,2025-05-01,81.47
21,3,2025-06-01,83.06
21,3,2025-07-01,81.95
21,3,2025-08-01,80.17
22,3,2024-01-01,86.89
22,3,2024-02-01,82.89
22,3,2024-03-01,87.34
22,3,2024-04-01,85.71
22,3,2024-05-01,84.26
22,3,2024-06-01,84.51
22,3,2024-07-01,81.26
22,3,2024-08-01,80.86
22,3,2024-09-01,82.69
22,3,2024-10-01,81.68
22,3,2024-11-01,82.43
22,3,2024-12-01,83.88
22,3,2025-01-01,82.76
22,3,2025-02-01,88.02
22,3,2025-03-01,84.25
22,3,2025-04-01,87.59
22,3,2025-05-01,81.14
22,3,2025-06-01,85.11
22,3,2025-07-01,85.07
22,3,2025-08-01,81.56
23,3,2024-01-01,85.28
23,3,2024-02-01,83.13
23,3,2024-03-01,88.75
23,3,2024-04-01,85.76
23,3,2024-05-01,85.69
23,3,2024-06-01,87.23
23,3,2024-07-01,82.11
23,3,2024-08-01,81.67
23,3,2024-09-01,82.18
23,3,2024-10-01,82.93
23,3,2024-11-01,84.56
23,3,2024-12-01,82.08
23,3,2025-01-01,83.58
23,3,2025-02-01,86.86
23,3,2025-03-01,83.19
23,3,2025-04-01,86.68
23,3,2025-05-01,81.88
23,3,2025-06-01,84.6
23,3,2025-07-01,84.67
23,3,2025-08-01,84.23
24,3,2024-01-01,84.22
24,3,2024-02-01,82.3
24,3,2024-03-01,83.71
24,3,2024-04-01,79.91
24,3,2024-05-01,79.03
24,3,2024-06-01,80.15
24,3,2024-07-01,81.45
24,3,2024-08-01,80.46
24,3,2024-09-01,80.79
24,3,2024-10-01,77.53
24,3,2024-11-01,82.98
24,3,2024-12-01,80.24
24,3,2025-01-01,82.86
24,3,2025-02-01,79.98
24,3,2025-03-01,81.87
24,3,2025-04-01,83.19
24,3,2025-05-01,80.71
24,3,2025-06-01,83.75
24,3,2025-07-01,83.18
24,3,2025-08-01,76.72
25,4,2024-01-01,74.73
25,4,2024-02-01,75.75
25,4,2024-03-01,77.47
25,4,2024-04-01,74.63
25,4,2024-05-01,73.57
25,4,2024-06-01,77.07
25,4,2024-07-01,77.19
25,4,2024-08-01,77.0
25,4,2024-09-01,76.74
25,4,2024-10-01,76.6
25,4,2024-11-01,73.93
25,4,2024-12-01,76.32
25,4,2025-01-01,77.91
25,4,2025-02-01,74.78
25,4,2025-03-01,75.46
25,4,2025-04-01,77.75
25,4,2025-05-01,74.69
25,4,2025-06-01,77.54
25,4,2025-07-01,75.49
25,4,2025-08-01,73.27
26,4,2024-01-01,72.8
26,4,2024-02-01,76.08
26,4,2024-03-01,74.94
26,4,2024-04-01,75.47
26,4,2024-05-01,76.64
26,4,2024-06-01,73.8
26,4,2024-07-01,75.73
26,4,2024-08-01,77.17
26,4,2024-09-01,70.5
26,4,2024-10-01,73.7
26,4,2024-11-01,75.41
26,4,2024-12-01,76.38
26,4,2025-01-01,77.42
26,4,2025-02-01,74.81
26,4,2025-03-01,75.1
26,4,2025-04-01,76.39
26,4,2025-05-01,73.4
26,4,2025-06-01,76.57
26,4,2025-07-01,74.35
26,4,2025-08-01,75.85
27,4,2024-01-01,80.06
27,4,2024-02-01,79.17
27,4,2024-03-01,81.36
27,4,2024-04-01,79.03
27,4,2024-05-01,79.2
27,4,2024-06-01,79.81
27,4,2024-07-01,78.85
27,4,2024-08-01,79.48
27,4,2024-09-01,78.91
27,4,2024-10-01,76.18
27,4,2024-11-01,78.37
27,4,2024-12-01,77.25
27,4,2025-01-01,76.39
27,4,2025-02-01,76.96
27,4,2025-03-01,76.8
27,4,2025-04-01,77.78
27,4,2025-05-01,76.31
27,4,2025-06-01,81.39
27,4,2025-07-01,77.47
27,4,2025-08-01,77.69
28,4,2024-01-01,75.81
28,4,2024-02-01,72.42
28,4,2024-03-01,74.84
28,4,2024-04-01,75.03
28,4,2024-05-01,74.41
28,4,2024-06-01,74.43
28,4,2024-07-01,75.2
28,4,2024-08-01,72.8
28,4,2024-09-01,73.25
28,4,2024-10-01,75.15
28,4,2024-11-01,73.28
28,4,2024-12-01,72.13
28,4,2025-01-01,72.15
28,4,2025-02-01,73.26
28,4,2025-03-01,74.29
28,4,2025-04-01,75.84
28,4,2025-05-01,77.59
28,4,2025-06-01,75.82
28,4,2025-07-01,73.63
28,4,2025-08-01,70.78
29,4,2024-01-01,76.26
29,4,2024-02-01,75.52
29,4,2024-03-01,75.23
29,4,2024-04-01,77.09
29,4,2024-05-01,75.22
29,4,2024-06-01,75.35
29,4,2024-07-01,75.97
29,4,2024-08-01,75.96
29,4,2024-09-01,71.92
29,4,2024-10-01,75.83
29,4,2024-11-01,75.28
29,4,2024-12-01,75.08
29,4,2025-01-01,76.57
29,4,2025-02-01,74.79
29,4,2025-03-01,75.58
29,4,2025-04-01,74.27
29,4,2025-05-01,75.17
29,4,2025-06-01,74.15
29,4,2025-07-01,74.77
29,4,2025-08-01,73.73
30,4,2024-01-01,72.73
30,4,2024-02-01,74.87
30,4,2024-03-01,76.13
30,4,2024-04-01,73.74
30,4,2024-05-01,73.77
30,4,2024-06-01,72.97
30,4,2024-07-01,74.18
30,4,2024-08-01,71.93
30,4,2024-09-01,73.91
30,4,2024-10-01,73.24
30,4,2024-11-01,71.75
30,4,2024-12-01,71.64
30,4,2025-01-01,72.48
30,4,2025-02-01,72.66
30,4,2025-03-01,73.17
30,4,2025-04-01,73.48
30,4,2025-05-01,72.4
30,4,2025-06-01,72.39
30,4,2025-07-01,76.06
30,4,2025-08-01,72.04
31,4,2024-01-01,73.93
31,4,2024-02-01,75.4
31,4,2024-03-01,77.2
31,4,2024-04-01,75.23
31,4,2024-05-01,76.29
31,4,2024-06-01,72.23
31,4,2024-07-01,72.66
31,4,2024-08-01,73.67
31,4,2024-09-01,73.04
31,4,2024-10-01,69.98
31,4,2024-11-01,73.84
31,4,2024-12-01,73.91
31,4,2025-01-01,72.7
31,4,2025-02-01,73.04
31,4,2025-03-01,74.74
31,4,2025-04-01,75.78
31,4,2025-05-01,75.48
31,4,2025-06-01,75.75
31,4,2025-07-01,76.87
31,4,2025-08-01,72.84
32,4,2024-01-01,73.37
32,4,2024-02-01,77.4
32,4,2024-03-01,75.0
32,4,2024-04-01,74.6
32,4,2024-05-01,78.62
32,4,2024-06-01,75.05
32,4,2024-07-01,75.61
32,4,2024-08-01,76.07
32,4,2024-09-01,75.04
32,4,2024-10-01,75.24
32,4,2024-11-01,74.4
32,4,2024-12-01,75.98
32,4,2025-01-01,75.59
32,4,2025-02-01,75.14
32,4,2025-03-01,76.38
32,4,2025-04-01,77.06
32,4,2025-05-01,73.08
32,4,2025-06-01,75.92
32,4,2025-07-01,76.04
32,4,2025-08-01,71.82
33,4,2024-01-01,77.55
33,4,2024-02-01,76.7
33,4,2024-03-01,75.84
33,4,2024-04-01,77.14
33,4,2024-05-01,77.29
33,4,2024-06-01,77.1
33,4,2024-07-01,73.84
33,4,2024-08-01,73.39
33,4,2024-09-01,76.18
33,4,2024-10-01,77.8
33,4,2024-11-01,78.34
33,4,2024-12-01,75.81
33,4,2025-01-01,76.45
33,4,2025-02-01,73.11
33,4,2025-03-01,77.92
33,4,2025-04-01,75.82
33,4,2025-05-01,77.76
33,4,2025-06-01,75.75
33,4,2025-07-01,76.71
33,4,2025-08-01,73.66
34,5,2024-01-01,76.22
34,5,2024-02-01,75.85
34,5,2024-03-01,78.38
34,5,2024-04-01,78.66
34,5,2024-05-01,77.05
34,5,2024-06-01,80.54
34,5,2024-07-01,77.22
34,5,2024-08-01,77.04
34,5,2024-09-01,74.46
34,5,2024-10-01,76.86
34,5,2024-11-01,75.32
34,5,2024-12-01,78.37
34,5,2025-01-01,77.79
34,5,2025-02-01,74.93
34,5,2025-03-01,76.49
34,5,2025-04-01,75.91
34,5,2025-05-01,76.88
34,5,2025-06-01,78.04
34,5,2025-07-01,77.71
34,5,2025-08-01,77.01
35,5,2024-01-01,76.92
35,5,2024-02-01,78.17
35,5,2024-03-01,78.84
35,5,2024-04-01,77.61
35,5,2024-05-01,75.66
35,5,2024-06-01,74.65
35,5,2024-07-01,75.13
35,5,2024-08-01,72.73
35,5,2024-09-01,72.83
35,5,2024-10-01,75.21
35,5,2024-11-01,74.79
35,5,2024-12-01,73.6
35,5,2025-01-01,76.09
35,5,2025-02-01,79.48
35,5,2025-03-01,77.57
35,5,2025-04-01,77.65
35,5,2025-05-01,75.6
35,5,2025-06-01,78.27
35,5,2025-07-01,77.13
35,5,2025-08-01,75.87
36,5,2024-01-01,73.01
36,5,2024-02-01,75.77
36,5,2024-03-01,76.6
36,5,2024-04-01,77.77
36,5,2024-05-01,77.84
36,5,2024-06-01,77.27
36,5,2024-07-01,76.6
36,5,2024-08-01,77.82
36,5,2024-09-01,71.19
36,5,2024-10-01,71.75
36,5,2024-11-01,74.13
36,5,2024-12-01,73.98
36,5,2025-01-01,76.23
36,5,2025-02-01,78.06
36,5,2025-03-01,78.52
36,5,2025-04-01,76.86
36,5,2025-05-01,77.89
36,5,2025-06-01,76.68
36,5,2025-07-01,76.81
36,5,2025-08-01,73.89
37,5,2024-01-01,74.77
37,5,2024-02-01,75.54
37,5,2024-03-01,73.06
37,5,2024-04-01,74.9
37,5,2024-05-01,76.22
37,5,2024-06-01,74.25
37,5,2024-07-01,76.09
37,5,2024-08-01,72.89
37,5,2024-09-01,70.84
37,5,2024-10-01,70.89
37,5,2024-11-01,72.94
37,5,2024-12-01,75.08
37,5,2025-01-01,74.93
37,5,2025-02-01,73.84
37,5,2025-03-01,75.9
37,5,2025-04-01,72.56
37,5,2025-05-01,76.14
37,5,2025-06-01,74.62
37,5,2025-07-01,72.42
37,5,2025-08-01,75.91
38,5,2024-01-01,79.91
38,5,2024-02-01,79.94
38,5,2024-03-01,83.96
38,5,2024-04-01,80.75
38,5,2024-05-01,79.77
38,5,2024-06-01,78.21
38,5,2024-07-01,81.25
38,5,2024-08-01,76.98
38,5,2024-09-01,76.53
38,5,2024-10-01,77.5
38,5,2024-11-01,78.4
38,5,2024-12-01,76.72
38,5,2025-01-01,80.57
38,5,2025-02-01,80.86
38,5,2025-03-01,83.99
38,5,2025-04-01,80.73
38,5,2025-05-01,77.67
38,5,2025-06-01,77.79
38,5,2025-07-01,79.64
38,5,2025-08-01,79.29
39,5,2024-01-01,76.34
39,5,2024-02-01,81.0
39,5,2024-03-01,80.58
39,5,2024-04-01,82.64
39,5,2024-05-01,79.32
39,5,2024-06-01,80.02
39,5,2024-07-01,80.84
39,5,2024-08-01,79.54
39,5,2024-09-01,73.62
39,5,2024-10-01,77.64
39,5,2024-11-01,75.37
39,5,2024-12-01,76.46
39,5,2025-01-01,78.81
39,5,2025-02-01,79.98
39,5,2025-03-01,78.51
39,5,2025-04-01,82.86
39,5,2025-05-01,79.36
39,5,2025-06-01,80.57
39,5,2025-07-01,78.59
39,5,2025-08-01,80.55
40,5,2024-01-01,75.2
40,5,2024-02-01,75.55
40,5,2024-03-01,77.65
40,5,2024-04-01,75.69
40,5,2024-05-01,76.76
40,5,2024-06-01,78.87
40,5,2024-07-01,74.39
40,5,2024-08-01,74.7
40,5,2024-09-01,69.53
40,5,2024-10-01,74.05
40,5,2024-11-01,74.31
40,5,2024-12-01,73.01
40,5,2025-01-01,73.38
40,5,2025-02-01,76.07
40,5,2025-03-01,76.43
40,5,2025-04-01,77.4
40,5,2025-05-01,76.64
40,5,2025-06-01,76.0
40,5,2025-07-01,74.33
40,5,2025-08-01,72.39
41,6,2024-01-01,72.84
41,6,2024-02-01,75.34
41,6,2024-03-01,71.36
41,6,2024-04-01,74.55
41,6,2024-05-01,69.69
41,6,2024-06-01,73.28
41,6,2024-07-01,72.55
41,6,2024-08-01,74.1
41,6,2024-09-01,74.08
41,6,2024-10-01,71.42
41,6,2024-11-01,74.9
41,6,2024-12-01,69.71
41,6,2025-01-01,73.73
41,6,2025-02-01,72.34
41,6,2025-03-01,74.17
41,6,2025-04-01,71.99
41,6,2025-05-01,75.39
41,6,2025-06-01,71.81
41,6,2025-07-01,71.8
41,6,2025-08-01,72.49
42,6,2024-01-01,77.05
42,6,2024-02-01,78.76
42,6,2024-03-01,75.85
42,6,2024-04-01,76.06
42,6,2024-05-01,75.06
42,6,2024-06-01,76.06
42,6,2024-07-01,77.12
42,6,2024-08-01,74.12
42,6,2024-09-01,75.39
42,6,2024-10-01,73.61
42,6,2024-11-01,76.79
42,6,2024-12-01,78.11
42,6,2025-01-01,77.6
42,6,2025-02-01,79.46
42,6,2025-03-01,75.24
42,6,2025-04-01,77.25
42,6,2025-05-01,77.59
42,6,2025-06-01,76.95
42,6,2025-07-01,76.85
42,6,2025-08-01,75.06
43,6,2024-01-01,75.67
43,6,2024-02-01,75.86
43,6,2024-03-01,75.73
43,6,2024-04-01,76.9
43,6,2024-05-01,77.59
43,6,2024-06-01,78.43
43,6,2024-07-01,75.08
43,6,2024-08-01,76.62
43,6,2024-09-01,75.05
43,6,2024-10-01,76.96
43,6,2024-11-01,75.51
43,6,2024-12-01,76.87
43,6,2025-01-01,78.22
43,6,2025-02-01,77.54
43,6,2025-03-01,79.58
43,6,2025-04-01,76.77
43,6,2025-05-01,78.37
43,6,2025-06-01,75.13
43,6,2025-07-01,77.66
43,6,2025-08-01,77.92
44,6,2024-01-01,74.32
44,6,2024-02-01,77.42
44,6,2024-03-01,75.51
44,6,2024-04-01,77.24
44,6,2024-05-01,73.25
44,6,2024-06-01,77.12
44,6,2024-07-01,74.76
44,6,2024-08-01,75.2
44,6,2024-09-01,74.37
44,6,2024-10-01,73.93
44,6,2024-11-01,71.09
44,6,2024-12-01,75.53
44,6,2025-01-01,76.81
44,6,2025-02-01,74.08
44,6,2025-03-01,75.06
44,6,2025-04-01,75.45
44,6,2025-05-01,76.82
44,6,2025-06-01,75.92
44,6,2025-07-01,74.76
44,6,2025-08-01,77.68
45,6,2024-01-01,77.69
45,6,2024-02-01,76.5
45,6,2024-03-01,74.74
45,6,2024-04-01,78.78
45,6,2024-05-01,75.75
45,6,2024-06-01,77.59
45,6,2024-07-01,77.7
45,6,2024-08-01,76.5
45,6,2024-09-01,76.76
45,6,2024-10-01,74.54
45,6,2024-11-01,75.92
45,6,2024-12-01,73.48
45,6,2025-01-01,74.58
45,6,2025-02-01,76.07
45,6,2025-03-01,76.68
45,6,2025-04-01,78.7
45,6,2025-05-01,76.5
45,6,2025-06-01,76.29
45,6,2025-07-01,78.11
45,6,2025-08-01,73.59
46,6,2024-01-01,78.49
46,6,2024-02-01,75.83
46,6,2024-03-01,77.48
46,6,2024-04-01,75.06
46,6,2024-05-01,72.74
46,6,2024-06-01,74.98
46,6,2024-07-01,77.54
46,6,2024-08-01,79.02
46,6,2024-09-01,75.22
46,6,2024-10-01,75.18
46,6,2024-11-01,76.4
46,6,2024-12-01,73.85
46,6,2025-01-01,75.48
46,6,2025-02-01,75.33
46,6,2025-03-01,74.36
46,6,2025-04-01,74.06
46,6,2025-05-01,77.62
46,6,2025-06-01,75.17
46,6,2025-07-01,75.48
46,6,2025-08-01,72.86
47,6,2024-01-01,72.94
47,6,2024-02-01,75.76
47,6,2024-03-01,75.98
47,6,2024-04-01,79.29
47,6,2024-05-01,74.17
47,6,2024-06-01,76.77
47,6,2024-07-01,73.89
47,6,2024-08-01,76.84
47,6,2024-09-01,75.63
47,6,2024-10-01,75.17
47,6,2024-11-01,74.89
