reading_id,machine_id,timestamp,avg_fuel_consumption_rate,idle_fuel_consumption_pct,rpm_variance,coolant_temp_anomalies,productive_time_mins,idle_time_mins,vibration_anomalies,overload_cycles,over_speed_events,tire_pressure_deviations,error_code_frequency,battery_low_voltage_events,anomaly_score,is_anomaly
501376,143,2025-08-27 23:51:00+00:00,17.434,9.67,21.17,0,15,0,1,0,23,15,0,0,0.6901195585649197,1
500274,20,2025-08-27 23:54:00+00:00,10.894,28.9,33.71,1,3,12,1,0,0,0,0,0,0.4489373348588699,0
500775,57,2025-08-27 23:54:00+00:00,7.923,7.02,79.03,0,15,0,0,0,21,6,0,0,0.6431806707637396,1
501276,131,2025-08-27 23:54:00+00:00,10.227,4.18,76.63,0,15,0,1,0,22,10,0,0,0.6666050799276005,1
500174,19,2025-08-27 23:57:00+00:00,16.64,23.3,44.81,0,3,12,0,0,0,0,0,0,0.3828695048796926,0
500675,55,2025-08-27 23:57:00+00:00,9.702,7.72,40.86,1,15,0,0,0,14,19,0,0,0.6545854958226843,1
501176,129,2025-08-27 23:57:00+00:00,7.659,3.93,56.03,0,15,0,0,0,16,11,0,0,0.6379617487315903,1
500074,13,2025-08-28 00:00:00+00:00,10.215,21.14,57.98,0,3,12,0,0,0,0,0,0,0.35921546320292386,0
500575,43,2025-08-28 00:00:00+00:00,7.443,7.72,69.74,0,15,0,0,0,22,13,0,0,0.6407861190171157,1
501076,98,2025-08-28 00:00:00+00:00,12.167,3.55,80.58,0,15,0,0,0,11,12,0,0,0.6440185889066823,1
500475,32,2025-08-28 00:03:00+00:00,12.61,5.97,70.15,0,15,0,0,0,16,15,0,0,0.6419447006818092,1
500976,93,2025-08-28 00:03:00+00:00,19.409,7.35,46.68,0,15,0,1,0,20,9,0,0,0.6831016453959747,1
501477,149,2025-08-28 00:03:00+00:00,9.561,4.75,10.28,0,15,0,0,0,9,6,0,0,0.6506354143423252,1
500375,21,2025-08-28 00:06:00+00:00,15.779,3.41,15.21,0,15,0,0,0,8,14,0,0,0.6617579049254302,1
500876,67,2025-08-28 00:06:00+00:00,17.441,6.76,68.4,0,15,0,0,0,24,17,0,0,0.6566180036546619,1
501377,143,2025-08-28 00:06:00+00:00,18.053,5.47,87.86,0,15,0,0,0,17,10,0,0,0.6614706460777152,1
500275,20,2025-08-28 00:09:00+00:00,18.058,3.1,60.79,0,15,0,0,0,20,14,0,0,0.6527940474917399,1
500776,57,2025-08-28 00:09:00+00:00,6.692,4.69,68.03,0,15,0,0,0,15,16,0,0,0.6416538001839498,1
501277,131,2025-08-28 00:09:00+00:00,11.786,7.07,62.39,0,15,0,0,0,23,15,0,0,0.6369181670369473,1
500175,19,2025-08-28 00:12:00+00:00,22.475,5.55,74.3,0,15,0,0,0,21,15,0,0,0.6598277705439114,1
500676,55,2025-08-28 00:12:00+00:00,9.734,3.56,54.8,0,15,0,0,0,20,15,0,0,0.6362878532792882,1
501177,129,2025-08-28 00:12:00+00:00,10.208,6.57,69.5,0,15,0,0,0,23,10,0,0,0.6389207073716234,1
500075,13,2025-08-28 00:15:00+00:00,18.366,3.88,71.95,0,15,0,0,0,8,7,0,0,0.6564419658141497,1
500576,43,2025-08-28 00:15:00+00:00,6.881,9.76,68.98,0,15,0,0,1,23,14,1,0,0.6918246562378663,1
501077,98,2025-08-28 00:15:00+00:00,11.14,8.48,21.77,0,15,0,0,0,10,6,1,0,0.6974280409399102,1
500476,32,2025-08-28 00:18:00+00:00,11.176,6.71,56.23,0,15,0,1,0,8,19,0,0,0.6643405398970625,1
500977,93,2025-08-28 00:18:00+00:00,16.679,4.64,44.66,0,15,0,0,0,17,11,0,0,0.64915332207505,1
501478,149,2025-08-28 00:18:00+00:00,7.603,5.14,69.69,0,15,0,1,0,18,7,0,0,0.666059048831385,1
500376,21,2025-08-28 00:21:00+00:00,12.728,7.69,60.74,0,15,0,0,0,15,11,0,0,0.6382061976545323,1
500877,67,2025-08-28 00:21:00+00:00,19.672,7.4,50.27,0,15,0,0,0,18,12,0,0,0.6507970203616509,1
501378,143,2025-08-28 00:21:00+00:00,19.576,8.58,47.42,0,15,0,0,1,22,6,0,0,0.6505768974178598,1
500276,20,2025-08-28 00:24:00+00:00,14.727,8.2,81.76,0,15,0,0,1,19,11,0,0,0.6521551122205234,1
500777,57,2025-08-28 00:24:00+00:00,6.832,5.71,45.91,0,15,0,1,0,16,15,0,0,0.6651871190924583,1
501278,131,2025-08-28 00:24:00+00:00,14.127,9.56,94.77,0,15,0,0,0,15,14,1,0,0.7014196271497946,1
500176,19,2025-08-28 00:27:00+00:00,19.684,6.9,83.55,0,15,0,0,0,24,10,0,0,0.6599715956465829,1
500677,55,2025-08-28 00:27:00+00:00,8.433,5.5,29.41,1,15,0,0,0,14,6,0,0,0.660299793834362,1
501178,129,2025-08-28 00:27:00+00:00,8.44,3.56,28.26,0,15,0,0,0,9,11,1,0,0.6987928931937114,1
500076,13,2025-08-28 00:30:00+00:00,14.335,3.9,51.2,0,15,0,0,0,8,11,0,0,0.6444761778332122,1
500577,43,2025-08-28 00:30:00+00:00,6.017,7.04,45.56,0,15,0,1,0,13,14,0,0,0.6645449770532554,1
501078,98,2025-08-28 00:30:00+00:00,13.415,9.9,25.29,0,15,0,0,1,17,19,0,0,0.6518557965693454,1
500477,32,2025-08-28 00:33:00+00:00,11.664,4.59,40.65,0,15,0,0,0,16,12,0,0,0.6359552413306097,1
500978,93,2025-08-28 00:33:00+00:00,13.987,8.63,26.17,1,15,0,0,0,13,19,0,0,0.6677514035771314,1
501479,149,2025-08-28 00:33:00+00:00,9.069,6.98,49.46,0,15,0,0,0,9,8,0,0,0.6346301122426635,1
500377,21,2025-08-28 00:36:00+00:00,15.175,7.35,39.28,0,15,0,0,1,12,19,0,0,0.6503235628658386,1
500878,67,2025-08-28 00:36:00+00:00,17.344,7.5,28.46,0,15,0,0,0,15,16,1,0,0.7136917268021339,1
501379,143,2025-08-28 00:36:00+00:00,20.379,9.97,81.02,0,15,0,0,1,13,6,0,0,0.65974836953167,1
500277,20,2025-08-28 00:39:00+00:00,15.932,5.31,75.81,0,15,0,0,0,17,10,0,0,0.6573772159624369,1
500778,57,2025-08-28 00:39:00+00:00,8.997,9.42,53.75,0,15,0,0,0,22,16,0,0,0.6360083427432522,1
501279,131,2025-08-28 00:39:00+00:00,10.709,5.78,58.8,0,15,0,0,0,12,12,0,0,0.6351679392844563,1
500177,19,2025-08-28 00:42:00+00:00,20.928,9.88,16.41,0,15,0,1,0,13,17,0,0,0.691054041578923,1
500678,55,2025-08-28 00:42:00+00:00,7.595,5.17,81.29,0,15,0,0,0,13,18,0,0,0.643325336019489,1
501179,129,2025-08-28 00:42:00+00:00,7.217,8.84,28.75,0,15,0,1,0,9,14,0,0,0.6704992178760965,1
500077,13,2025-08-28 00:45:00+00:00,19.69,4.03,67.46,0,15,0,0,0,11,11,0,0,0.6568401706090747,1
500578,43,2025-08-28 00:45:00+00:00,8.62,9.55,94.3,0,15,0,0,0,16,16,0,0,0.6457831494235379,1
501079,98,2025-08-28 00:45:00+00:00,9.699,3.21,75.16,0,15,0,0,0,24,7,0,0,0.6402637983932739,1
500478,32,2025-08-28 00:48:00+00:00,12.253,5.18,29.78,0,15,0,0,0,19,11,0,0,0.6429142727036268,1
500979,93,2025-08-28 00:48:00+00:00,17.037,8.83,70.57,0,15,0,0,0,13,19,0,0,0.6559519535588614,1
501480,149,2025-08-28 00:48:00+00:00,8.185,6.42,44.86,0,15,0,0,0,18,10,0,0,0.6345118918840813,1
500378,21,2025-08-28 00:51:00+00:00,11.879,4.45,90.11,0,15,0,0,0,10,9,0,1,0.6782908643329012,1
500879,67,2025-08-28 00:51:00+00:00,13.475,4.26,19.37,0,15,0,0,0,12,7,0,0,0.6518557965693454,1
501380,143,2025-08-28 00:51:00+00:00,21.172,4.51,82.83,0,15,0,0,0,13,18,0,0,0.6613125393322734,1
500278,20,2025-08-28 00:54:00+00:00,19.68,9.52,56.47,0,15,0,0,0,14,13,0,0,0.6517692332884146,1
500779,57,2025-08-28 00:54:00+00:00,7.153,9.3,62.05,0,15,0,1,0,12,15,0,0,0.6649201026904392,1
501280,131,2025-08-28 00:54:00+00:00,13.77,8.55,99.54,0,15,0,0,0,14,15,0,0,0.6537087233092043,1
500178,19,2025-08-28 00:57:00+00:00,16.011,5.88,27.23,0,15,0,0,0,24,8,0,0,0.6597415982191122,1
500679,55,2025-08-28 00:57:00+00:00,8.115,3.34,69.59,0,15,0,0,0,9,7,0,0,0.6388614899151139,1
501180,129,2025-08-28 00:57:00+00:00,10.099,6.53,92.9,0,15,0,0,0,23,18,0,0,0.6437874061559329,1
500078,13,2025-08-28 01:00:00+00:00,16.536,8.32,35.71,0,15,0,0,0,11,16,0,0,0.6539230340319676,1
500579,43,2025-08-28 01:00:00+00:00,7.278,5.81,37.68,0,15,0,0,0,13,17,0,0,0.6407303676493973,1
501080,98,2025-08-28 01:00:00+00:00,9.901,9.48,54.6,0,15,0,0,0,19,6,0,0,0.6362878532792882,1
500479,32,2025-08-28 01:03:00+00:00,12.831,8.54,29.89,0,15,0,0,0,9,8,0,0,0.6478868930338071,1
500980,93,2025-08-28 01:03:00+00:00,18.367,9.06,30.91,0,15,0,0,0,11,19,0,0,0.6584227375661387,1
501481,149,2025-08-28 01:03:00+00:00,9.412,3.65,70.43,0,15,0,0,1,15,14,0,0,0.6380567220500563,1
500379,21,2025-08-28 01:06:00+00:00,12.796,6.76,66.08,0,15,0,0,0,10,16,0,0,0.6405983268360593,1
500880,67,2025-08-28 01:06:00+00:00,14.835,7.83,47.41,0,15,0,0,0,20,17,0,0,0.6453488556665536,1
501381,143,2025-08-28 01:06:00+00:00,15.951,5.07,68.39,0,15,0,0,0,10,16,0,0,0.6557763436883336,1
500279,20,2025-08-28 01:09:00+00:00,13.429,7.24,26.14,0,15,0,0,1,21,17,2,0,0.7082832091620476,1
500780,57,2025-08-28 01:09:00+00:00,6.351,5.22,66.25,0,15,0,0,0,12,11,0,0,0.6394980950217922,1
501281,131,2025-08-28 01:09:00+00:00,11.942,4.2,64.64,0,15,0,0,0,16,8,0,0,0.6377806106541719,1
500179,19,2025-08-28 01:12:00+00:00,18.893,5.56,62.05,0,15,0,0,0,17,18,0,0,0.6527940474917399,1
500680,55,2025-08-28 01:12:00+00:00,9.855,6.35,22.66,0,15,0,0,0,18,8,0,0,0.6438261047647954,1
501181,129,2025-08-28 01:12:00+00:00,9.755,8.06,62.93,0,15,0,0,0,18,10,0,0,0.6368892512079906,1
500079,13,2025-08-28 01:15:00+00:00,15.953,3.61,65.05,0,15,0,0,0,22,16,0,0,0.6534701929324858,1
500580,43,2025-08-28 01:15:00+00:00,8.905,6.67,63.43,0,15,0,0,0,22,15,0,0,0.6366094764879748,1
501081,98,2025-08-28 01:15:00+00:00,11.69,3.97,47.9,0,15,0,1,0,10,17,0,0,0.6666477781682382,1
500480,32,2025-08-28 01:18:00+00:00,15.217,6.09,40.83,0,15,0,0,0,15,6,0,0,0.6487975319000655,1
500981,93,2025-08-28 01:18:00+00:00,13.241,9.34,74.66,0,15,0,0,0,11,9,0,0,0.6476160198413353,1
501482,149,2025-08-28 01:18:00+00:00,9.091,4.17,33.17,0,15,0,2,0,8,11,0,0,0.671927976539996,1
500380,21,2025-08-28 01:21:00+00:00,14.519,7.59,40.06,0,15,0,0,0,20,6,0,0,0.6476555999394873,1
500881,67,2025-08-28 01:21:00+00:00,17.447,9.74,57.74,0,15,0,0,0,19,6,0,0,0.6521318762819193,1
501382,143,2025-08-28 01:21:00+00:00,21.625,8.58,63.55,0,15,0,0,0,18,7,0,0,0.6549732747971776,1
500280,20,2025-08-28 01:24:00+00:00,13.509,4.46,23.63,0,15,0,0,0,22,19,0,0,0.6520763522291568,1
500781,57,2025-08-28 01:24:00+00:00,6.157,8.41,69.14,0,15,0,0,0,21,9,0,0,0.639766655627762,1
501282,131,2025-08-28 01:24:00+00:00,12.469,3.91,76.1,0,15,0,0,0,13,13,0,0,0.6439473459430325,1
500180,19,2025-08-28 01:27:00+00:00,19.692,4.36,59.05,0,15,0,0,0,9,13,0,0,0.6521318762819193,1
500681,55,2025-08-28 01:27:00+00:00,7.478,7.63,70.27,0,15,0,0,0,23,18,0,0,0.6407861190171157,1
501182,129,2025-08-28 01:27:00+00:00,8.71,5.46,91.91,0,15,0,0,0,13,15,0,0,0.645564722351111,1
500080,13,2025-08-28 01:30:00+00:00,15.413,5.57,16.49,0,15,0,0,0,14,6,0,0,0.6613103200150537,1
500581,43,2025-08-28 01:30:00+00:00,6.037,6.87,72.02,0,15,0,0,0,22,12,1,0,0.6918246562378663,1
501082,98,2025-08-28 01:30:00+00:00,12.832,9.3,45.47,0,15,0,0,0,9,13,0,0,0.6395769400429336,1
500481,32,2025-08-28 01:33:00+00:00,10.969,3.88,33.52,0,15,0,0,0,21,19,0,0,0.638119326452903,1
500982,93,2025-08-28 01:33:00+00:00,18.967,4.88,35.16,0,15,0,0,0,14,12,0,0,0.6555459109335499,1
501483,149,2025-08-28 01:33:00+00:00,7.205,3.36,33.55,0,15,0,0,0,16,7,0,0,0.640421092785993,1
500381,21,2025-08-28 01:36:00+00:00,14.266,3.42,39.31,0,15,0,0,0,8,9,0,0,0.6485204407995445,1
500882,67,2025-08-28 01:36:00+00:00,18.941,6.99,39.84,0,15,0,0,0,9,9,0,0,0.6537864164670147,1
501383,143,2025-08-28 01:36:00+00:00,19.161,7.52,44.39,0,15,0,0,0,17,16,0,0,0.6520194368045774,1
500281,20,2025-08-28 01:39:00+00:00,19.289,7.61,59.61,0,15,0,2,0,24,7,0,0,0.6849182254498858,1
500782,57,2025-08-28 01:39:00+00:00,6.276,6.23,46.04,0,15,0,0,0,11,14,0,0,0.6362318639148901,1
501283,131,2025-08-28 01:39:00+00:00,11.199,7.66,74.03,0,15,0,0,0,23,9,0,0,0.6413813318402004,1
500181,19,2025-08-28 01:42:00+00:00,19.29,4.14,65.28,0,15,0,1,0,16,14,0,0,0.6837609485653232,1
500682,55,2025-08-28 01:42:00+00:00,7.567,3.36,55.37,0,15,0,1,0,12,6,0,0,0.6658337637210047,1
501183,129,2025-08-28 01:42:00+00:00,7.306,3.69,59.3,0,15,0,0,0,17,16,0,0,0.6377012248232762,1
500081,13,2025-08-28 01:45:00+00:00,19.513,5.7,68.0,0,15,0,1,0,14,13,0,0,0.6846868214581331,1
500582,43,2025-08-28 01:45:00+00:00,7.318,9.37,58.31,0,15,0,0,1,22,10,0,0,0.6383167092705133,1
501083,98,2025-08-28 01:45:00+00:00,10.272,8.05,66.9,0,15,0,0,0,23,12,0,0,0.6391368864390232,1
500482,32,2025-08-28 01:48:00+00:00,12.886,5.98,76.34,0,15,0,0,0,18,16,0,0,0.6469053215190587,1
500983,93,2025-08-28 01:48:00+00:00,15.107,3.77,99.19,0,15,0,0,0,24,14,0,0,0.6557020629616754,1
501484,149,2025-08-28 01:48:00+00:00,8.225,4.75,52.07,0,15,0,0,0,19,14,1,1,0.7084631467692479,1
500382,21,2025-08-28 01:51:00+00:00,14.332,6.62,47.94,0,15,0,1,0,12,9,0,0,0.6768771401611711,1
500883,67,2025-08-28 01:51:00+00:00,16.241,7.14,57.94,0,15,0,0,0,9,7,0,0,0.6502974228198377,1
501384,143,2025-08-28 01:51:00+00:00,20.159,7.2,16.44,0,15,0,0,0,19,11,1,0,0.714622265265297,1
500282,20,2025-08-28 01:54:00+00:00,19.602,6.37,64.35,0,15,0,0,0,24,11,0,0,0.6540875822708366,1
500783,57,2025-08-28 01:54:00+00:00,6.314,4.63,64.76,0,15,0,0,0,16,17,0,0,0.6392369437170223,1
501284,131,2025-08-28 01:54:00+00:00,12.51,5.07,47.43,0,15,0,0,0,12,17,0,0,0.6370833696062549,1
500182,19,2025-08-28 01:57:00+00:00,21.016,5.77,37.9,0,15,0,0,0,12,12,0,0,0.6566556827200585,1
500683,55,2025-08-28 01:57:00+00:00,8.77,5.51,76.59,0,15,0,0,0,18,15,0,0,0.6422486184641795,1
501184,129,2025-08-28 01:57:00+00:00,7.294,8.02,33.06,0,15,0,0,0,11,11,1,0,0.695297519169578,1
500082,13,2025-08-28 02:00:00+00:00,16.743,9.47,89.66,0,15,0,0,0,17,19,0,0,0.6580405433361685,1
500583,43,2025-08-28 02:00:00+00:00,6.971,5.2,6.29,0,15,0,0,0,16,7,0,0,0.6547138182038129,1
501084,98,2025-08-28 02:00:00+00:00,12.527,8.22,36.63,0,15,0,0,0,21,18,0,0,0.6411535780830472,1
500483,32,2025-08-28 02:03:00+00:00,15.439,4.7,9.22,0,15,0,0,1,23,12,1,0,0.7166307163228111,1
500984,93,2025-08-28 02:03:00+00:00,14.93,3.07,51.6,0,15,0,0,0,8,17,0,0,0.6457856376144271,1
501485,149,2025-08-28 02:03:00+00:00,10.04,5.92,69.79,0,15,0,0,0,18,14,0,0,0.6389207073716234,1
500383,21,2025-08-28 02:06:00+00:00,12.268,4.56,40.05,0,15,0,0,0,14,11,0,0,0.6371841498414317,1
500884,67,2025-08-28 02:06:00+00:00,19.735,7.3,61.39,0,15,0,0,0,11,18,0,0,0.6527940474917399,1
501385,143,2025-08-28 02:06:00+00:00,19.472,6.33,39.96,0,15,0,0,0,15,16,0,0,0.6537864164670147,1
500283,20,2025-08-28 02:09:00+00:00,17.354,3.24,41.21,0,15,0,0,0,18,11,0,0,0.652902328878758,1
